Episode,Reward
1212,-690.2360230544145
1213,-677.5261338017401
1214,-1441.6011826925978
1215,-817.5536604274223
1216,-1195.4994901852344
1217,-720.0561904059754
1218,-1213.2933002776651
1219,-709.4658508626018
1220,-824.0127273491795
1221,-1304.772479643756
1222,-690.2823958387787
1223,-1276.3314552779218
1224,-654.8731035766573
1225,-702.3118200879716
1226,-968.210990566332
1227,-1055.9278518217486
1228,-595.1952747036657
1229,-1054.1165436684873
1230,-1170.3373184873635
1231,-824.6474519129573
1232,-833.4122212522309
1233,-649.3843511110932
1234,-1200.5687098543249
1235,-1050.4845647841207
1236,-595.8406077281867
1237,-560.140556509203
1238,-837.8273525266704
1239,-1320.613936269675
1240,-1031.0062219595573
1241,-829.0298712294331
1242,-441.37578281820555
1243,-813.5234976523285
1244,-848.3786052195647
1245,-1050.6299034745518
1246,-699.8988594745081
1247,-583.3589367186714
1248,-977.062815999997
1249,-810.3580545027136
1250,-702.561957446744
1251,-699.7372859240852
1252,-1570.0865674339718
1253,-1811.432174475866
1254,-828.6149254583668
1255,-983.3526959820023
1256,-565.5897117404961
1257,-677.9470630147782
1258,-696.3470186563765
1259,-1083.4481469201949
1260,-1402.0260759027674
1261,-570.4162835179482
1262,-701.0447311250491
1263,-813.1480937879178
1264,-1348.9512786700445
1265,-1184.8380195312586
1266,-690.1203591309567
1267,-1049.0815761568713
1268,-857.6482409799022
1269,-840.3219239521342
1270,-703.1720027282515
1271,-820.6825324551174
1272,-695.2394618229406
1273,-560.5306607927267
1274,-845.9679635793766
1275,-702.93445190499
1276,-709.742639704588
1277,-1060.5475850597547
1278,-932.9659828959111
1279,-674.1035950119079
1280,-1150.9714510974752
1281,-702.6689798153973
1282,-681.8711013299688
1283,-840.2544319661711
1284,-1618.793448314215
1285,-841.7287535798642
1286,-1117.8008765112006
1287,-783.8810799445306
1288,-1094.959637256908
1289,-698.7365326134448
1290,-987.3444843511526
1291,-1077.7462786987542
1292,-760.2274561867696
1293,-1735.6404248633723
1294,-845.7034907296108
1295,-962.2311091097685
1296,-820.7177008855497
1297,-844.2928891569975
1298,-665.572746538093
1299,-710.6100196763413
1300,-1174.9563792402366
1301,-1375.8939902096636
1302,-946.3290313301455
1303,-936.1938705653405
1304,-684.7919099070649
1305,-829.2425825357197
1306,-1045.054470194254
1307,-713.8102273180923
1308,-704.6018159217195
1309,-740.1854770830803
1310,-567.8297044900455
1311,-563.3636544412082
1312,-576.3615793595786
1313,-581.2199228253621
1314,-563.4763678856116
1315,-1103.2521607358685
1316,-790.1006137148577
1317,-874.3071187520796
1318,-926.2000627335882
1319,-1197.560465424404
1320,-570.6715299291345
1321,-706.3384019904827
1322,-800.5640884112051
1323,-960.6147416794523
1324,-855.140876966032
1325,-957.2164511209438
1326,-808.365145258213
1327,-701.4945323142933
1328,-1202.2247483291583
1329,-1048.5124424199835
1330,-817.4514499971547
1331,-929.8114727222347
1332,-947.1610524564901
1333,-1159.0872833495978
1334,-925.6225662560751
1335,-437.27695236830283
1336,-779.2658632091841
1337,-719.1887230477457
1338,-709.2530435679014
1339,-1142.3792606868
1340,-793.4266425441028
1341,-1141.5220536910333
1342,-683.6145111695386
1343,-815.721762641147
1344,-695.404814705147
1345,-701.0213170957924
1346,-1290.9927018584967
1347,-1229.9158674781827
1348,-1196.849614355534
1349,-904.1355107710295
1350,-528.5151792137134
1351,-700.0198574223384
1352,-1048.6793490320833
1353,-693.830002910567
1354,-1072.6592043402668
1355,-560.4059841851216
1356,-855.1452151079714
1357,-1173.6358360980098
1358,-680.5262466939472
1359,-589.996510176186
1360,-668.2046075814003
1361,-700.4925347027144
1362,-580.8240979386336
1363,-874.1929888146487
1364,-872.2044079177119
1365,-1210.2945269588256
1366,-694.9451080412031
1367,-301.7444957034869
1368,-706.9901888046458
1369,-1134.1457217435527
1370,-937.7795763349881
1371,-676.0610668497616
1372,-1154.9653912977847
1373,-600.12203042755
1374,-823.043863968731
1375,-659.9705061948528
1376,-938.1481606315297
1377,-815.1304115723163
1378,-930.7564276860375
1379,-915.1299824199741
1380,-938.7032281049926
1381,-952.196102614264
1382,-450.612620939138
1383,-956.8619720518153
1384,-716.0333041841002
1385,-929.2307892299485
1386,-881.6663739161684
1387,-830.5385978146006
1388,-850.2164539250492
1389,-1414.2677814585072
1390,-756.86114927555
1391,-927.8646646602981
1392,-923.4172145024629
1393,-1267.5923695607337
1394,-829.0330922262176
1395,-1121.8005066431033
1396,-1470.5615149801558
1397,-830.380432789972
1398,-833.1121360265585
1399,-919.3755144563621
1400,-836.0521178716607
1401,-828.2278716885062
1402,-930.4181178057115
1403,-991.932210097344
1404,-796.798237155776
1405,-796.2080094369724
1406,-1001.7417670867659
1407,-729.7807422968622
1408,-877.4986389356491
1409,-722.4963076439582
1410,-686.8809318039641
1411,-803.0720815572953
1412,-693.4685485605346
1413,-950.086268927292
1414,-1126.6035328773903
1415,-561.2978156913114
1416,-562.7265666396395
1417,-1325.994714181983
1418,-703.1795915549209
1419,-435.34513691015985
1420,-892.1268881991857
1421,-1551.014135891115
1422,-826.1314577484708
1423,-640.4262234035998
1424,-673.9162919577788
1425,-688.2027580334102
1426,-710.8712257977472
1427,-703.7565431209881
1428,-720.78550143061
1429,-841.8983499085701
1430,-1312.5542497472727
1431,-695.2566092693322
1432,-786.2780556510859
1433,-1092.760676815877
1434,-917.9200625391288
1435,-699.4031960248934
1436,-704.7536022227973
1437,-552.224366396262
1438,-689.1004220592878
1439,-1064.6302717949447
1440,-840.4212644208761
1441,-635.7057722160243
1442,-655.2706465487585
1443,-1064.6719434820575
1444,-1075.456475628176
1445,-771.9911955726028
1446,-944.3700932894279
1447,-694.8895519466315
1448,-831.8510820406044
1449,-673.1482008864803
1450,-1011.0997632638757
1451,-872.916147168194
1452,-953.2935982505473
1453,-840.2418118912891
1454,-835.20934182922
1455,-703.7521962607843
1456,-829.3772865953263
1457,-1125.0301277259014
1458,-955.3282904095327
1459,-782.8095551048881
1460,-915.0812258531466
1461,-676.4214832957533
1462,-1025.9767674288628
1463,-573.3514690409182
1464,-845.3865436091919
1465,-1050.617350951628
1466,-805.2904091579821
1467,-893.9508838632712
1468,-681.2234643662423
1469,-689.6966545080581
1470,-920.4875316956409
1471,-809.2299069623574
1472,-829.9092274277473
1473,-837.8951796446362
1474,-838.7846172613052
1475,-686.7295292171665
1476,-539.0279707773494
1477,-811.8353426245637
1478,-1169.7669978529777
1479,-841.0296552307981
1480,-708.3345899716671
1481,-677.9585607862014
1482,-819.4811733649557
1483,-837.0979288671933
1484,-712.6121687053898
1485,-1160.5024216842905
1486,-1168.893511527971
1487,-1089.1644339573731
1488,-682.8113802378386
1489,-1127.8087964793706
1490,-764.3103823273312
1491,-783.2110070108188
1492,-1058.0029240519927
1493,-860.8835635965977
1494,-944.3756094181031
1495,-704.0276883198643
1496,-1102.5474776594815
1497,-843.2734811819607
1498,-691.2615044941864
1499,-591.4094557212551
1500,-977.1306184558913
1501,-836.6787973849492
1502,-507.33342611365936
1503,-697.2307804199811
1504,-279.349732617154
1505,-674.4710914186664
1506,-980.7224368227013
1507,-936.301484791468
1508,-832.9883324220773
1509,-551.2409113455441
1510,-581.712572859901
1511,-808.4355608649746
1512,-704.5628692718891
1513,-1419.7384617086616
1514,-737.6054600925816
1515,-564.4130319170362
1516,-1102.0913263325624
1517,-694.554301193927
1518,-793.269155226711
1519,-701.226843766171
1520,-541.8029432540931
1521,-944.4203602880445
1522,-764.9658949080412
1523,-571.2160576669747
1524,-593.07533841953
1525,-662.5902846289349
1526,-688.9229126475992
1527,-569.951628024933
1528,-964.8160825882537
1529,-823.0130845369048
1530,-700.7733841254816
1531,-698.054441021721
1532,-782.5983540590579
1533,-703.4363434624245
1534,-1032.1415046075847
1535,-1159.8589411381624
1536,-1076.207387670848
1537,-693.4750169773038
1538,-937.1752858355829
1539,-928.9008622550558
1540,-796.4006535761174
1541,-870.0369815823931
1542,-876.7613434459031
1543,-804.2124297510484
1544,-801.6441687613603
1545,-676.9265776565509
1546,-691.1357159626831
1547,-1247.7044088737637
1548,-649.7844028752015
1549,-723.6262436958908
1550,-820.0437177475031
1551,-840.7852525575981
1552,-1275.0179598999557
1553,-1032.956775436065
1554,-431.93463731446855
1555,-1044.340962097103
1556,-839.5218955362532
1557,-1194.658875440591
1558,-1052.7836886564742
1559,-828.035632678179
1560,-859.0832742059587
1561,-781.5406264686562
1562,-1051.2939736288151
1563,-1072.7514932993479
1564,-941.1877659316751
1565,-924.7838669664798
1566,-785.7380655570905
1567,-694.3030504658907
1568,-503.92788994886723
1569,-906.4391586259043
1570,-978.0710509466687
1571,-1461.18546350992
1572,-944.7221902841156
1573,-440.0301558962199
1574,-567.2321483132504
1575,-837.906354248067
1576,-715.060352060617
1577,-915.0289671595344
1578,-1313.573412208485
1579,-679.9415129365166
1580,-830.2746851357626
1581,-1149.4713056911326
1582,-537.5283793040257
1583,-854.7503854778575
1584,-947.9482803347112
1585,-717.5722469934157
1586,-800.465304153764
1587,-670.5746584642751
1588,-1168.8741758046772
1589,-1092.2634228983736
1590,-823.4967210322535
1591,-570.0246211185705
1592,-1311.6890930920997
1593,-827.1062758205273
1594,-722.4593097479866
1595,-816.6974734624506
1596,-910.3821620131887
1597,-1071.4382460792083
1598,-1029.9946986720652
1599,-858.3495689769119
1600,-1046.932749982893
1601,-673.434897310208
1602,-298.7778377961359
1603,-553.0090549438207
1604,-700.7901883553202
1605,-806.7028928397712
1606,-778.7118511137535
1607,-855.7665119371661
1608,-563.5677811581111
1609,-566.1132676921288
1610,-1194.1529628633766
1611,-947.5366592345144
1612,-541.8412334417925
1613,-800.6677349779926
1614,-948.605583810077
1615,-716.8405899967389
1616,-614.94394820831
1617,-692.0642306571663
1618,-580.7505535942836
1619,-640.0592687130211
1620,-553.4549774106806
1621,-1045.0193174895162
1622,-574.558740665655
1623,-967.6191198880443
1624,-1127.2852748304354
1625,-801.538598629448
1626,-572.8333445995562
1627,-704.9189647226933
1628,-430.4404255491049
1629,-537.4496654255804
1630,-853.0911953193392
1631,-1049.3187239503686
1632,-639.7524895726045
1633,-958.4843434109415
1634,-840.5257912185834
1635,-717.4864778784354
1636,-554.8756729578301
1637,-868.0376992223892
1638,-696.8932791153477
1639,-980.2282321977572
1640,-820.0048950120091
1641,-933.0855336126347
1642,-609.9002123682037
1643,-767.2388698299046
1644,-840.2580129843459
1645,-684.073025916766
1646,-550.9288810340117
1647,-695.5247097554626
1648,-950.1899781297117
1649,-669.3363636208734
1650,-825.1853031909097
1651,-1025.5852491816997
1652,-697.9749095037781
1653,-571.8111865081447
1654,-836.680361090229
1655,-816.4760997184771
1656,-576.8654845453626
1657,-490.35685137798777
1658,-739.7349788760462
1659,-1083.0835302262265
1660,-564.1037966177349
1661,-817.5382122306045
1662,-980.0148452329616
1663,-736.9394055845598
1664,-568.8272692208718
1665,-1466.7666066907732
1666,-542.4215501105851
1667,-565.5072492164625
1668,-916.0252123843237
1669,-786.8065190744501
1670,-692.9527666311665
1671,-697.7426673890453
1672,-683.4538804817013
1673,-699.6711627183062
1674,-579.0753493452802
1675,-684.6537753221975
1676,-930.9990076057452
1677,-694.7518422037407
1678,-662.7216496666448
1679,-688.2750987604084
1680,-811.9092358339394
1681,-739.0508881991417
1682,-543.1447859596394
1683,-811.3549001155939
1684,-764.991445587464
1685,-675.3810947649837
1686,-579.2519794329841
1687,-798.5749099178056
1688,-801.3175701303828
1689,-562.2665186018461
1690,-734.6707700832441
1691,-928.225544691903
1692,-811.1296081209218
1693,-386.7211248433826
1694,-727.4510732129046
1695,-819.1615294896293
1696,-665.7033911710403
1697,-833.2458075326304
1698,-432.5618060889409
1699,-709.4585678173952
1700,-895.9541024037595
1701,-287.7966923843405
1702,-701.5961644646503
1703,-823.9052217789578
1704,-707.6131266668293
1705,-1074.783454605434
1706,-936.4066567224879
1707,-838.0294407923045
1708,-814.5725054625658
1709,-696.7279551327277
1710,-728.6830950743025
1711,-818.8620090032775
1712,-416.1542540343866
1713,-684.8456443648516
1714,-695.0755372745751
1715,-919.1330307420479
1716,-1138.315109090998
1717,-1120.9465116989797
1718,-433.47895617741875
1719,-559.7518227435211
1720,-1106.8140636733492
1721,-616.8817639395219
1722,-829.4261962162434
1723,-628.3053091025319
1724,-962.298646200766
1725,-805.8620377700225
1726,-713.2476984005386
1727,-1069.7358839901776
1728,-872.0860663483936
1729,-618.3973636033832
1730,-692.7557272357348
1731,-851.8930499065568
1732,-670.846526558319
1733,-574.6530714366858
1734,-685.5084809673422
1735,-1039.7993214206142
1736,-834.1306058409131
1737,-606.311133077705
1738,-919.5376131588553
1739,-822.1532303946841
1740,-830.3726116653057
1741,-771.7656844721691
1742,-944.9254114698863
1743,-691.5336603767031
1744,-700.7412664345387
1745,-803.152362829108
1746,-686.8210473261771
1747,-653.6124322341152
1748,-943.2120851685717
1749,-832.6360904311522
1750,-674.9286914675866
1751,-780.7142386301061
1752,-815.430591340934
1753,-694.1671828688446
1754,-954.6703626367153
1755,-432.71872850581923
1756,-787.6982302225437
1757,-969.4779445319042
1758,-840.6842235398371
1759,-546.5548119554633
1760,-696.410393578094
1761,-1097.6312766431925
1762,-433.9796499034597
1763,-680.1164472758555
1764,-693.1996956912496
1765,-724.9138354739789
1766,-697.4930536468776
1767,-806.8773185036607
1768,-808.6133438049383
1769,-1071.1473540662425
1770,-692.8545607511883
1771,-965.8112363768589
1772,-928.093998423603
1773,-434.9830752265616
1774,-854.9989536220471
1775,-822.3362589595217
1776,-905.8816924829066
1777,-806.8410103916112
1778,-1199.916898696516
1779,-923.4872119817047
1780,-900.5647526292382
1781,-692.7198667484578
1782,-672.8935374137312
1783,-831.8340911873847
1784,-735.3728943385929
1785,-682.774162936409
1786,-1042.1645739784553
1787,-683.5872216513052
1788,-609.4805153384682
1789,-651.9464495113949
1790,-1074.984411346314
1791,-786.4224911329256
1792,-819.1717736349373
1793,-599.2084234703663
1794,-697.2736452398773
1795,-705.8318258171549
1796,-1190.6089347751815
1797,-1061.2386394935834
1798,-1045.3481336098628
1799,-739.3368623554499
1800,-705.7669763516154
1801,-827.9625490477371
1802,-843.5474579104039
1803,-1232.5545437829023
1804,-575.9098248645162
1805,-836.9974610559191
1806,-686.0156163426751
1807,-913.57049207645
1808,-1035.4564432317231
1809,-793.6436293496891
1810,-564.8417185434608
1811,-668.8392195853759
1812,-926.1568211929244
1813,-1048.734112988639
1814,-560.379675743785
1815,-679.2089611863885
1816,-723.2273623345422
1817,-520.0042528482737
1818,-947.9793247497491
1819,-709.3928296947507
1820,-697.9683240907713
1821,-818.3149793614782
1822,-858.6046372635103
1823,-427.4201257683218
1824,-1044.4707649244012
1825,-826.2066665684225
1826,-826.7434145197784
1827,-892.8041083725275
1828,-939.0129961127702
1829,-578.8187037658209
1830,-703.5144416741239
1831,-807.417528210565
1832,-814.0569201718606
1833,-637.3634940428407
1834,-1029.832968818887
1835,-823.6056431928638
1836,-675.9455394101234
1837,-829.5897218906088
1838,-698.1630090845284
1839,-679.6102341997404
1840,-827.0343178525644
1841,-670.4113793378549
1842,-992.6206994037008
1843,-794.1607040108668
1844,-696.5948310702645
1845,-923.3044004565676
1846,-697.0855469443981
1847,-754.6663603094327
1848,-805.4147016420691
1849,-817.993813468179
1850,-703.0581766308856
1851,-699.3468555545683
1852,-637.6624977784063
1853,-687.1420025931982
1854,-695.4473565843479
1855,-700.9993741731826
1856,-822.9264796837258
1857,-696.8628091022323
1858,-790.9888026148783
1859,-824.5653082304201
1860,-720.2451712226909
1861,-733.0889385615706
1862,-314.4368167917136
1863,-700.4173538048063
1864,-723.1131803984676
1865,-799.9783211120714
1866,-818.5038632487842
1867,-690.8539051861454
1868,-556.9258380698715
1869,-728.23145960931
1870,-825.8625598977922
1871,-698.1743426110302
1872,-922.5771547841287
1873,-819.5685866050601
1874,-1190.3584575721852
1875,-702.9765247614379
1876,-705.4176095560144
1877,-931.6268503552064
1878,-617.4117735611709
1879,-1095.4040882785903
1880,-909.3083905878625
1881,-705.3319482050441
1882,-812.4676070003713
1883,-670.1982703416105
1884,-829.8808209783583
1885,-818.9894346562546
1886,-703.4876596373794
1887,-737.4734148423786
1888,-946.4397701827464
1889,-979.8814631310465
1890,-938.4688294375543
1891,-565.5223402009547
1892,-700.0960543338127
1893,-960.8652611847712
1894,-470.8693037967054
1895,-694.2915206502331
1896,-825.1581838172729
1897,-819.2757704779899
1898,-806.7132837473589
1899,-547.201083723172
1900,-709.2211291151709
1901,-830.4526169951696
1902,-980.1662019354893
1903,-810.7025098127168
1904,-812.4166638831714
1905,-670.1880283245168
1906,-683.7448988945256
1907,-830.002207045268
1908,-700.7257391918048
1909,-548.0798811677668
1910,-713.2134895509935
1911,-929.1477510031336
1912,-941.5992798716761
1913,-1047.8981282739337
1914,-738.4141957306011
1915,-967.7583101218014
1916,-806.2208125413495
1917,-924.6787690659193
1918,-694.6365534361535
1919,-812.0302545743949
1920,-711.8310817072883
1921,-663.4082976609906
1922,-934.405364287441
1923,-716.7565371893203
1924,-697.0272463386515
1925,-845.0080603276102
1926,-1145.5241257284454
1927,-846.1190112736917
1928,-569.6062235788805
1929,-701.8336789679202
1930,-824.8069940433444
1931,-698.0872458713116
1932,-566.8046981797484
1933,-688.0297693164449
1934,-793.384975098066
1935,-820.0129495917344
1936,-1049.6773501097782
1937,-1097.9022867834262
1938,-1015.2017257108757
1939,-807.9352752899355
1940,-697.1440798226101
1941,-702.2987176637101
1942,-794.9093498808234
1943,-662.5758999880217
1944,-559.255082125939
1945,-683.6192765249225
1946,-901.3412310602426
1947,-692.3161429197095
1948,-812.7988534183867
1949,-564.5920001755698
1950,-841.2556314175777
1951,-945.5625354797044
1952,-874.3622666888799
1953,-836.4682763146608
1954,-460.8305687442328
1955,-675.1079474893322
1956,-564.0688552960504
1957,-843.2093178489177
1958,-564.7502635312934
1959,-565.3606373860633
1960,-697.4846404577211
1961,-687.1727613090051
1962,-831.5856840772636
1963,-691.0762976660042
1964,-826.9846615507545
1965,-809.7127902518591
1966,-857.1079377224202
1967,-896.9937341058732
1968,-828.3746102142775
1969,-827.8586644260225
1970,-698.1076916299498
1971,-822.9247979907972
1972,-725.7297932106611
1973,-794.5423326571772
1974,-574.8351764776485
1975,-967.8748101420557
1976,-1038.715142518302
1977,-791.7652765899572
1978,-672.6446757647103
1979,-564.8851476713029
1980,-645.4059116609914
1981,-692.8970093631035
1982,-808.0879800792069
1983,-835.8323442309551
1984,-1072.5663359130008
1985,-723.6302444369551
1986,-1021.7668552437825
1987,-567.3219266468457
1988,-932.500850585992
1989,-703.4471563124104
1990,-699.4273498183214
1991,-605.3153639295341
1992,-1062.2288812631268
1993,-992.2008523744079
1994,-927.4324053440259
1995,-1015.1751172618891
1996,-862.8752427540754
1997,-569.4596566703599
1998,-726.1696442817448
1999,-795.1011657129917
2000,-695.8638107754819
2001,-749.8446083946328
2002,-686.0876011806014
2003,-692.069634303887
2004,-955.9470749176686
2005,-658.3154544895655
2006,-453.27473823266394
2007,-591.0412649729936
2008,-695.8136857717421
2009,-700.9968182840995
2010,-433.5128460196608
2011,-701.2978638532575
2012,-556.5304712204796
2013,-541.0777151499559
2014,-652.8033431626571
2015,-844.0116621829947
2016,-898.4080793171088
2017,-830.4914705126881
2018,-554.9890344443008
2019,-1058.389494916405
2020,-698.2006123652899
2021,-932.1094132686193
2022,-484.4195040391186
2023,-528.9208731338367
2024,-838.097894807548
2025,-884.6245529364277
2026,-680.878254141878
2027,-802.4720690059543
2028,-702.9272137580011
2029,-689.9494123193025
2030,-829.420267162211
2031,-561.4505373393935
2032,-914.0260351220805
2033,-818.9788312656707
2034,-850.4995182839378
2035,-943.7447375456228
2036,-1038.5283663766477
2037,-573.2219824648784
2038,-833.4961209328077
2039,-839.1669312755344
2040,-711.1581990824238
2041,-803.5069015247242
2042,-1088.3608114641268
2043,-804.7745333623224
2044,-847.0458567213071
2045,-1029.2911960699375
2046,-703.3470334348303
2047,-720.2444496499306
2048,-800.2085457137351
2049,-563.4044498678593
2050,-682.606489048606
2051,-822.2874585955275
2052,-894.8734906515755
2053,-928.8035846220855
2054,-797.9375761723021
2055,-924.6828177050219
2056,-812.6111801192179
2057,-438.4932663856868
2058,-445.0019923877484
2059,-551.8157964682479
2060,-805.4342445309236
2061,-858.0522813314844
2062,-829.6784529982856
2063,-696.3422986739017
2064,-1078.704910910933
2065,-699.5041498393803
2066,-596.4210142332473
2067,-649.7504591902637
2068,-807.2037749218613
2069,-569.8673966306375
2070,-834.4996508149069
2071,-816.4228827707334
2072,-559.8984793181053
2073,-790.662705177736
2074,-506.4083980133942
2075,-689.6858889598923
2076,-457.4094940280957
2077,-452.1218700814478
2078,-672.1944094388027
2079,-825.340335216318
2080,-583.7011532373879
2081,-785.9239626083247
2082,-687.9171511041907
2083,-554.4413782752963
2084,-554.2155732915803
2085,-697.5232797670411
2086,-1060.676651222792
2087,-686.7139918601342
2088,-777.7358945373252
2089,-689.2327970027568
2090,-989.9998401838111
2091,-714.6298871123117
2092,-823.1198076736755
2093,-707.1064676183504
2094,-573.0427832810567
2095,-576.7002520408093
2096,-701.5959747139868
2097,-691.7361304704779
2098,-824.6303023929945
2099,-710.4561254106077
2100,-943.2002644060377
2101,-1060.4976998678248
2102,-434.42887195407883
2103,-875.0217863728129
2104,-861.5734296479712
2105,-939.2977376625821
2106,-823.6319504679143
2107,-506.72611009663115
2108,-872.3577882565957
2109,-810.9639507191974
2110,-562.4211058769238
2111,-1021.1155680633215
2112,-697.8465360404223
2113,-570.8884541838721
2114,-922.8308250548123
2115,-683.8636507291246
2116,-700.7425457455647
2117,-684.2225862355796
2118,-692.0715756290396
2119,-698.6266939234025
2120,-970.8607094528338
2121,-617.138134287706
2122,-674.3081885280137
2123,-603.364437964386
2124,-820.5197697744358
2125,-574.9476642325175
2126,-687.253475171257
2127,-434.9052765100029
2128,-805.6814879738661
2129,-826.2631474161528
2130,-790.3163370859421
2131,-568.3440136865918
2132,-849.6894900994866
2133,-1075.9206956463802
2134,-553.2146992788133
2135,-697.7465851276801
2136,-719.5613091715837
2137,-548.6988268857092
2138,-955.2962362649632
2139,-811.9095710627644
2140,-642.0032004747876
2141,-671.4983769771602
2142,-813.1116077038973
2143,-594.9629465519907
2144,-690.9968179916696
2145,-567.0833418833129
2146,-804.3426654310662
2147,-923.492040725447
2148,-684.8073908954482
2149,-562.8946690579162
2150,-534.9155705729275
2151,-688.8112562382418
2152,-695.3523226863172
2153,-514.6855453036499
2154,-508.61386478336567
2155,-927.6704368271071
2156,-705.015424430683
2157,-1082.3107149267173
2158,-825.108058965561
2159,-301.32240761491676
2160,-634.4708669538105
2161,-605.0818422191229
2162,-566.5239158815398
2163,-613.3890573848106
2164,-690.2516152625076
2165,-665.2540033560713
2166,-699.6188617993491
2167,-942.3373455329255
2168,-832.1757387039402
2169,-741.4151568516935
2170,-574.6329164627417
2171,-815.0598456228919
2172,-622.1283917753085
2173,-674.6481531494547
2174,-547.2446654600342
2175,-563.2173478829988
2176,-430.14619515045
2177,-818.866123820871
2178,-703.963245445794
2179,-687.5890199489463
2180,-707.0688071570706
2181,-766.209698547337
2182,-707.9511771731474
2183,-813.1112120453339
2184,-815.1154520007929
2185,-463.8170224582357
2186,-669.1107117165894
2187,-701.3331807698047
2188,-926.5167768701504
2189,-1047.5221067216644
2190,-816.6836095000966
2191,-942.2169942499835
2192,-555.2989738807717
2193,-699.6582608987429
2194,-642.6373715800594
2195,-693.6723366675438
2196,-425.62274611335937
2197,-808.7156108365228
2198,-840.2177434190572
2199,-810.6037982574549
2200,-998.2089433484044
2201,-939.2185009812239
2202,-563.080430655269
2203,-572.881569197559
2204,-700.080700211816
2205,-700.1071182703955
2206,-902.9863480192671
2207,-821.9154922405156
2208,-698.6959161429486
2209,-560.044564573166
2210,-918.2919817374574
2211,-815.4982303239085
2212,-705.4026071336439
2213,-793.765774624611
2214,-809.3482845511297
2215,-427.1123403839664
2216,-683.2659376418737
2217,-841.6607640422136
2218,-708.3800896685544
2219,-1010.3556032808756
2220,-808.9225468215341
2221,-693.7317952640699
2222,-591.7438053251442
2223,-427.2911068875513
2224,-438.2120276739763
2225,-807.5484720405099
2226,-700.4575104914294
2227,-494.49833206104955
2228,-687.4374993549089
2229,-1062.8202520954985
2230,-609.6483358028822
2231,-441.43118144836524
2232,-686.0217430622486
2233,-689.9523988185413
2234,-771.7347982949395
2235,-692.7885901891359
2236,-860.1894784186672
2237,-777.4619384162185
2238,-704.1495748561398
2239,-708.2956778310648
2240,-557.9180071039614
2241,-830.4859622469854
2242,-547.8318344951231
2243,-821.2196837625875
2244,-680.8405787120215
2245,-819.0046332273463
2246,-1200.2735336456499
2247,-431.30421700718676
2248,-700.9409912673015
2249,-707.422856351052
2250,-811.6786715049633
2251,-723.679353115117
2252,-689.333231448951
2253,-786.5437133489744
2254,-564.1064154232015
2255,-700.5665284617787
2256,-577.4410563732265
2257,-703.7669827711629
2258,-690.8969597653528
2259,-695.168136976358
2260,-681.6428057466692
2261,-687.8741447838222
2262,-568.6931093717806
2263,-939.0113111923067
2264,-680.5696535592041
2265,-815.6670062717692
2266,-697.8304587937364
2267,-666.8248752496415
2268,-814.6280179062555
2269,-697.6312777357991
2270,-531.1816850093562
2271,-434.3069884271344
2272,-719.8591423412613
2273,-713.6460099095507
2274,-836.846949872597
2275,-960.6218269566982
2276,-811.6082791100225
2277,-566.5651027274632
2278,-925.2480310734408
2279,-1019.0117100951451
2280,-431.63491128361
2281,-568.8499968134473
2282,-923.3615920649227
2283,-938.2640742309915
2284,-758.6701343665213
2285,-730.0135975482227
2286,-840.2214566672722
2287,-838.5026183945924
2288,-701.1232095131049
2289,-659.9385839811736
2290,-786.7115553667004
2291,-553.2590713841818
2292,-704.7033257642976
2293,-680.6131575247555
2294,-698.6491018287353
2295,-564.0313199153895
2296,-557.5653517263197
2297,-795.3977534330044
2298,-701.1905105115794
2299,-793.453810724214
2300,-701.3086439465576
2301,-557.4295977938124
2302,-566.6519799539907
2303,-687.8883122247956
2304,-573.7508502586976
2305,-559.5614830586635
2306,-532.0900746883539
2307,-563.9250254116773
2308,-691.9674665133375
2309,-689.8494480192925
2310,-592.3803772755532
2311,-570.4460322040187
2312,-652.6531567489743
2313,-761.1667783783396
2314,-545.7220967083471
2315,-676.4423013250198
2316,-703.8365571144916
2317,-931.7901832845355
2318,-906.5197828100725
2319,-695.6656952489117
2320,-859.6486650034393
2321,-566.2910188936565
2322,-680.5034414144299
2323,-832.7169671935592
2324,-701.4532404419386
2325,-883.3941506360212
2326,-809.2623960142319
2327,-675.2511059025851
2328,-878.4094965498632
2329,-577.1631330250581
2330,-550.4132424024147
2331,-801.9659595626305
2332,-566.4692309759696
2333,-695.2688019368635
2334,-662.7868915194036
2335,-682.6284573348928
2336,-797.2060602680853
2337,-692.4286885604404
2338,-653.2473323080301
2339,-815.3915605175529
2340,-697.0278796101838
2341,-558.9918200228113
2342,-582.9745371602335
2343,-806.500051894503
2344,-691.401084704542
2345,-562.5998400416386
2346,-567.2390397261358
2347,-807.8576618315914
2348,-734.338537192078
2349,-687.2438681642749
2350,-803.2350451653591
2351,-1061.3444920170712
2352,-940.7328258294428
2353,-433.49145607082295
2354,-587.8311689026048
2355,-804.7949032688637
2356,-664.7334013941505
2357,-517.3971880905896
2358,-758.1662171973255
2359,-684.8676016863836
2360,-575.741618435562
2361,-568.9436582983035
2362,-574.842781313457
2363,-833.4486789665183
2364,-672.6100943652765
2365,-644.436353612908
2366,-727.6861914873714
2367,-563.2808454991824
2368,-937.0043826405079
2369,-563.3298279917382
2370,-808.9986507741536
2371,-917.2894073587321
2372,-807.64017570414
2373,-813.7684670230968
2374,-564.4941344843213
2375,-767.7845280983516
2376,-566.2678484949487
